,cell_type,level,niche,npos,ncont,pval,effect,dge
0,Cytotoxic T cells,global,,6011,0,2.6600626355681975e-219,0.155107268751091,
1,Cytotoxic T cells,niche,Macrophage islands,456,5555,2.620402889926316e-29,0.16180003745800292,"[{'names': 'HLA.DRB1', 'logfoldchanges': 1.5368003845214844, 'pvals_adj': 2.0784099865304827e-11}, {'names': 'HLA.DQA1', 'logfoldchanges': 1.5339598655700684, 'pvals_adj': 5.1908372805383384e-11}, {'names': 'HLA.DPA1', 'logfoldchanges': 1.454013705253601, 'pvals_adj': 1.4231085843059878e-10}, {'names': 'HLA.DRA', 'logfoldchanges': 1.449442982673645, 'pvals_adj': 3.6817657174206707e-10}, {'names': 'HLA.DRB5', 'logfoldchanges': 1.55717933177948, 'pvals_adj': 8.141190736421981e-09}]"
2,Cytotoxic T cells,niche,Smooth muscle structures,162,5849,6.576139281002947e-07,0.08728326198974701,"[{'names': 'MZT2A', 'logfoldchanges': 0.2421269714832306, 'pvals_adj': 0.5133330744525433}, {'names': 'MGP', 'logfoldchanges': 1.2567780017852783, 'pvals_adj': 0.628884164605353}, {'names': 'TIMP1', 'logfoldchanges': 0.44195041060447693, 'pvals_adj': 0.9982750364560807}, {'names': 'CLU', 'logfoldchanges': 1.428339958190918, 'pvals_adj': 0.9982750364560807}, {'names': 'IFITM3', 'logfoldchanges': 0.5183021426200867, 'pvals_adj': 0.9982750364560807}]"
3,Cytotoxic T cells,niche,Tumor surface,537,5474,9.751068665022944e-68,0.23771587807960695,"[{'names': 'S100A6', 'logfoldchanges': 1.6288573741912842, 'pvals_adj': 1.7020960386335347e-22}, {'names': 'S100A10', 'logfoldchanges': 1.6772676706314087, 'pvals_adj': 7.927462532766167e-11}, {'names': 'HSPB1', 'logfoldchanges': 1.4039796590805054, 'pvals_adj': 2.8103388687950764e-10}, {'names': 'HSP90AB1', 'logfoldchanges': 1.3742144107818604, 'pvals_adj': 3.535495898488231e-10}, {'names': 'SERPINA1', 'logfoldchanges': 1.7050635814666748, 'pvals_adj': 1.7168361422995103e-08}]"
4,Cytotoxic T cells,niche,Excluded,303,5708,2.682919659400036e-09,0.0985959969938469,"[{'names': 'MALAT1', 'logfoldchanges': -0.3048754930496216, 'pvals_adj': 0.7856027788912147}, {'names': 'CTSG', 'logfoldchanges': 0.6801577210426331, 'pvals_adj': 0.999918683410416}, {'names': 'SLC40A1', 'logfoldchanges': 0.6281745433807373, 'pvals_adj': 0.999918683410416}, {'names': 'WNT5B', 'logfoldchanges': 0.8601944446563721, 'pvals_adj': 0.999918683410416}, {'names': 'CLEC2D', 'logfoldchanges': 0.3224988281726837, 'pvals_adj': 0.999918683410416}]"
5,Cytotoxic T cells,niche,Vascular stroma,567,5444,9.6314621846736e-09,0.09611880856035887,"[{'names': 'IGFBP7', 'logfoldchanges': 0.5048077702522278, 'pvals_adj': 0.37798094863610093}, {'names': 'MGP', 'logfoldchanges': 0.627971887588501, 'pvals_adj': 0.7935783425047301}, {'names': 'GNLY', 'logfoldchanges': 0.611530601978302, 'pvals_adj': 0.999509301802348}, {'names': 'COL4A1', 'logfoldchanges': 0.9536641836166382, 'pvals_adj': 0.999509301802348}, {'names': 'BGN', 'logfoldchanges': 0.2678494155406952, 'pvals_adj': 0.999509301802348}]"
6,Cytotoxic T cells,niche,T cell aggregates,1849,4162,9.261519114458168e-74,0.24741736341212614,"[{'names': 'CXCL9', 'logfoldchanges': 2.8448290824890137, 'pvals_adj': 1.33427278076121e-61}, {'names': 'CCL19', 'logfoldchanges': 3.2794783115386963, 'pvals_adj': 7.932709887868118e-60}, {'names': 'CD74', 'logfoldchanges': 1.5922549962997437, 'pvals_adj': 2.0191231637561903e-48}, {'names': 'HLA.DPA1', 'logfoldchanges': 1.2862279415130615, 'pvals_adj': 3.7549862892485066e-24}, {'names': 'HLA.DRA', 'logfoldchanges': 1.1069684028625488, 'pvals_adj': 8.886699539550314e-17}]"
7,Cytotoxic T cells,niche,Desmoplastic stroma,1702,4309,2.7353648274457364e-54,0.21439958423564665,"[{'names': 'COL1A1', 'logfoldchanges': 1.2319029569625854, 'pvals_adj': 3.277252484132554e-30}, {'names': 'COL3A1', 'logfoldchanges': 1.3539410829544067, 'pvals_adj': 1.2038630351690923e-23}, {'names': 'COL1A2', 'logfoldchanges': 1.1353024244308472, 'pvals_adj': 2.1275478683974779e-16}, {'names': 'LUM', 'logfoldchanges': 1.1402925252914429, 'pvals_adj': 7.11814867992834e-12}, {'names': 'BGN', 'logfoldchanges': 0.9134277105331421, 'pvals_adj': 6.249984772652546e-11}]"
8,Cytotoxic T cells,niche,Tumor core,46,5965,1.5745658564460905e-30,0.16479382984037658,"[{'names': 'S100A6', 'logfoldchanges': 2.113767385482788, 'pvals_adj': 0.02452605183125991}, {'names': 'HSP90AB1', 'logfoldchanges': 2.256584405899048, 'pvals_adj': 0.06950169769759919}, {'names': 'EPCAM', 'logfoldchanges': 3.5996809005737305, 'pvals_adj': 0.15170091922616474}, {'names': 'VEGFA', 'logfoldchanges': 3.471667766571045, 'pvals_adj': 0.15170091922616474}, {'names': 'HSPA1A', 'logfoldchanges': 2.400406837463379, 'pvals_adj': 0.15170091922616474}]"
9,Cytotoxic T cells,niche,Alveolar spaces,225,5786,8.352069684072387e-09,0.09639902149001572,"[{'names': 'CAV1', 'logfoldchanges': 1.6322680711746216, 'pvals_adj': 0.41997541950877454}, {'names': 'IGFBP7', 'logfoldchanges': 0.8066301345825195, 'pvals_adj': 0.4323422676559316}, {'names': 'GPX3', 'logfoldchanges': 1.8056389093399048, 'pvals_adj': 0.46647978066586127}, {'names': 'MZT2A', 'logfoldchanges': -0.1458427757024765, 'pvals_adj': 0.9998750314547122}, {'names': 'SELENOP', 'logfoldchanges': 1.2779276371002197, 'pvals_adj': 0.9998750314547122}]"
10,Cytotoxic T cells,niche,Airways,164,5847,0.0007572183505965249,0.06897587166110676,"[{'names': 'PTGDS', 'logfoldchanges': 1.550142765045166, 'pvals_adj': 0.03902270850085108}, {'names': 'SCGB3A1', 'logfoldchanges': 3.2501015663146973, 'pvals_adj': 0.08166076740514203}, {'names': 'MGP', 'logfoldchanges': 1.416002631187439, 'pvals_adj': 0.19480839340685255}, {'names': 'HLA.DQB1', 'logfoldchanges': 0.747917890548706, 'pvals_adj': 0.8582666679525096}, {'names': 'GSTP1', 'logfoldchanges': 0.92508864402771, 'pvals_adj': 0.9995449671851596}]"
11,Tumor cells,global,,11382,0,0.0,0.15384519446071346,
12,Tumor cells,niche,Tumor surface,5443,5939,1.007195199654679e-31,0.12184460741625064,"[{'names': 'TM4SF1', 'logfoldchanges': 0.584162712097168, 'pvals_adj': 1.7980497358419235e-24}, {'names': 'S100A6', 'logfoldchanges': 0.269686758518219, 'pvals_adj': 7.582846721021785e-19}, {'names': 'KRT7', 'logfoldchanges': 0.4829521179199219, 'pvals_adj': 9.614621025220295e-18}, {'names': 'CXCL14', 'logfoldchanges': 0.5553709864616394, 'pvals_adj': 1.6311850706798312e-14}, {'names': 'CCND1', 'logfoldchanges': 0.39114755392074585, 'pvals_adj': 3.6149501664879724e-14}]"
13,Tumor cells,niche,Tumor core,3596,7786,2.2187103666812246e-147,0.2500393535510765,"[{'names': 'MET', 'logfoldchanges': 1.1144442558288574, 'pvals_adj': 2.7077431790132657e-106}, {'names': 'EPCAM', 'logfoldchanges': 1.0585527420043945, 'pvals_adj': 5.447010383259564e-94}, {'names': 'EFNA1', 'logfoldchanges': 0.9513621926307678, 'pvals_adj': 2.43184208462401e-68}, {'names': 'SLC40A1', 'logfoldchanges': 1.1762762069702148, 'pvals_adj': 4.330529253922338e-63}, {'names': 'TPM2', 'logfoldchanges': 0.9244585037231445, 'pvals_adj': 3.486262396144536e-61}]"
14,Tumor cells,niche,Excluded,379,11003,3.259572034482645e-06,0.06075983393299828,"[{'names': 'LCN2', 'logfoldchanges': 1.0599737167358398, 'pvals_adj': 4.522299937137412e-05}, {'names': 'HSP90AA1', 'logfoldchanges': 0.28363966941833496, 'pvals_adj': 0.0004117017385663093}, {'names': 'KDR', 'logfoldchanges': 1.151139497756958, 'pvals_adj': 0.0007140181495016734}, {'names': 'APP', 'logfoldchanges': 0.2575232684612274, 'pvals_adj': 0.005617968758204175}, {'names': 'SERPINA1', 'logfoldchanges': 0.10970014333724976, 'pvals_adj': 0.008882803444247349}]"
15,Tumor cells,niche,Smooth muscle structures,18,11364,0.0003421955853749613,0.0518779114935437,"[{'names': 'PDGFC', 'logfoldchanges': 1.484590768814087, 'pvals_adj': 0.5512384853168698}, {'names': 'LUM', 'logfoldchanges': 2.388505220413208, 'pvals_adj': 0.5719733591232249}, {'names': 'IGFBP7', 'logfoldchanges': 2.0133869647979736, 'pvals_adj': 0.7213454820447212}, {'names': 'AZU1', 'logfoldchanges': 0.8888534307479858, 'pvals_adj': 0.7221434049428593}, {'names': 'ITGA5', 'logfoldchanges': 1.8170095682144165, 'pvals_adj': 0.7319046078542204}]"
16,Tumor cells,niche,Desmoplastic stroma,865,10517,8.75358579208443e-250,0.3229028952382215,"[{'names': 'COL3A1', 'logfoldchanges': 2.2951509952545166, 'pvals_adj': 2.912730700388995e-51}, {'names': 'LUM', 'logfoldchanges': 2.7161717414855957, 'pvals_adj': 2.0761828102577335e-47}, {'names': 'CAV1', 'logfoldchanges': 1.2166223526000977, 'pvals_adj': 5.098946023649492e-35}, {'names': 'GAS6', 'logfoldchanges': 1.6062452793121338, 'pvals_adj': 1.315387160755463e-33}, {'names': 'COL1A2', 'logfoldchanges': 1.8665066957473755, 'pvals_adj': 4.496538794599515e-27}]"
17,Tumor cells,niche,Macrophage islands,578,10804,1.9246821717688533e-17,0.09352963824206384,"[{'names': 'LYZ', 'logfoldchanges': 1.6411991119384766, 'pvals_adj': 5.86159866210059e-17}, {'names': 'CD68', 'logfoldchanges': 1.001449465751648, 'pvals_adj': 8.695053831775743e-11}, {'names': 'C1QC', 'logfoldchanges': 1.1529059410095215, 'pvals_adj': 9.837286078256574e-09}, {'names': 'C1QA', 'logfoldchanges': 0.9328700304031372, 'pvals_adj': 5.294099754194892e-06}, {'names': 'C1QB', 'logfoldchanges': 0.8887497186660767, 'pvals_adj': 0.00018638505383927702}]"
18,Tumor cells,niche,Vascular stroma,227,11155,1.1637329543159032e-38,0.1332741646188754,"[{'names': 'KRT19', 'logfoldchanges': 0.0812344029545784, 'pvals_adj': 7.492770186256979e-07}, {'names': 'BGN', 'logfoldchanges': 1.527986764907837, 'pvals_adj': 9.978071930998967e-07}, {'names': 'COL3A1', 'logfoldchanges': 1.6109260320663452, 'pvals_adj': 1.04814256476331e-06}, {'names': 'COL6A2', 'logfoldchanges': 0.37855443358421326, 'pvals_adj': 2.226062596015504e-06}, {'names': 'COL1A2', 'logfoldchanges': 1.3333896398544312, 'pvals_adj': 0.0001943011927701342}]"
19,Tumor cells,niche,T cell aggregates,117,11265,2.509623708592831e-09,0.07174367433103594,"[{'names': 'CD74', 'logfoldchanges': 0.706779956817627, 'pvals_adj': 1.646151595419666e-07}, {'names': 'HLA.DPA1', 'logfoldchanges': 0.9726679921150208, 'pvals_adj': 1.7023046471640165e-06}, {'names': 'IL32', 'logfoldchanges': 1.0209113359451294, 'pvals_adj': 2.41723528392751e-06}, {'names': 'CXCL9', 'logfoldchanges': 2.4602789878845215, 'pvals_adj': 7.5939513378474756e-06}, {'names': 'SOD2', 'logfoldchanges': 1.4885464906692505, 'pvals_adj': 1.8206883979691965e-05}]"
20,Tumor cells,niche,Alveolar spaces,137,11245,1.8265916047957848e-11,0.07819616218395553,"[{'names': 'KRT7', 'logfoldchanges': 1.5060046911239624, 'pvals_adj': 8.39090257913169e-14}, {'names': 'S100A6', 'logfoldchanges': -0.0013317795237526298, 'pvals_adj': 7.042205708860712e-06}, {'names': 'COTL1', 'logfoldchanges': 1.4992440938949585, 'pvals_adj': 4.8771902429282964e-05}, {'names': 'SOX9', 'logfoldchanges': 1.2487845420837402, 'pvals_adj': 0.00016491149634416654}, {'names': 'IL18', 'logfoldchanges': 1.19696843624115, 'pvals_adj': 0.0010137647415495161}]"
21,Tumor cells,niche,Airways,22,11360,1.8454436583686586e-51,0.15199015025133386,"[{'names': 'SCGB3A1', 'logfoldchanges': 5.604097366333008, 'pvals_adj': 0.008978418281045317}, {'names': 'TSLP', 'logfoldchanges': 1.7454921007156372, 'pvals_adj': 0.7328361667810862}, {'names': 'PTGDS', 'logfoldchanges': 1.1791656017303467, 'pvals_adj': 0.7441430659784961}, {'names': 'MMP2', 'logfoldchanges': 1.035853624343872, 'pvals_adj': 0.8295715952023046}, {'names': 'IL17A', 'logfoldchanges': 1.2835774421691895, 'pvals_adj': 0.8516456135871054}]"
22,Respiratory epithelium,global,,2255,0,1.285240569893869e-38,0.13983332357427883,
23,Respiratory epithelium,niche,Tumor surface,10,2245,1.340125006995112e-07,0.14815235598593826,"[{'names': 'COL1A1', 'logfoldchanges': 3.016026496887207, 'pvals_adj': 0.9649795399993495}, {'names': 'SOX4', 'logfoldchanges': 2.6716127395629883, 'pvals_adj': 0.9649795399993495}, {'names': 'ACKR3', 'logfoldchanges': 3.755674123764038, 'pvals_adj': 0.9649795399993495}, {'names': 'CD209', 'logfoldchanges': 3.1855032444000244, 'pvals_adj': 0.9649795399993495}, {'names': 'SERPINA1', 'logfoldchanges': 2.4457011222839355, 'pvals_adj': 0.9649795399993495}]"
24,Respiratory epithelium,niche,T cell aggregates,10,2245,0.07067980244248044,0.08376559688702724,"[{'names': 'PDGFA', 'logfoldchanges': 3.324991226196289, 'pvals_adj': 0.9772403659736124}, {'names': 'VIM', 'logfoldchanges': 2.5321576595306396, 'pvals_adj': 0.9772403659736124}, {'names': 'CD53', 'logfoldchanges': 3.8974504470825195, 'pvals_adj': 0.9772403659736124}, {'names': 'CD276', 'logfoldchanges': 3.1277575492858887, 'pvals_adj': 0.9772403659736124}, {'names': 'CAV1', 'logfoldchanges': 3.092581033706665, 'pvals_adj': 0.9772403659736124}]"
25,Respiratory epithelium,niche,Smooth muscle structures,8,2247,0.0015111040472752055,0.10901078805806616,"[{'names': 'OXER1', 'logfoldchanges': 5.476604461669922, 'pvals_adj': 0.9655178965415312}, {'names': 'CXCL2', 'logfoldchanges': 2.9535515308380127, 'pvals_adj': 0.9655178965415312}, {'names': 'KRT23', 'logfoldchanges': 3.2700002193450928, 'pvals_adj': 0.9655178965415312}, {'names': 'SAA2', 'logfoldchanges': 2.4620397090911865, 'pvals_adj': 0.9655178965415312}, {'names': 'MMP1', 'logfoldchanges': 3.5443453788757324, 'pvals_adj': 0.9655178965415312}]"
26,Respiratory epithelium,niche,Vascular stroma,4,2251,1.9583932574052936e-08,0.1546272984653847,"[{'names': 'COL9A3', 'logfoldchanges': 6.845491886138916, 'pvals_adj': 0.9387387375480432}, {'names': 'FCGR3A', 'logfoldchanges': 5.486201763153076, 'pvals_adj': 0.9387387375480432}, {'names': 'ITGB2', 'logfoldchanges': 4.610146999359131, 'pvals_adj': 0.9387387375480432}, {'names': 'RARB', 'logfoldchanges': 5.051443576812744, 'pvals_adj': 0.9387387375480432}, {'names': 'BMPR1A', 'logfoldchanges': 4.61603307723999, 'pvals_adj': 0.9387387375480432}]"
27,Respiratory epithelium,niche,Airways,2187,68,8.269293691697756e-55,0.35159615544639167,"[{'names': 'SCGB3A1', 'logfoldchanges': 5.841310977935791, 'pvals_adj': 9.378137496452498e-19}, {'names': 'SLPI', 'logfoldchanges': 4.501141548156738, 'pvals_adj': 2.116319515090629e-13}, {'names': 'PIGR', 'logfoldchanges': 3.988237142562866, 'pvals_adj': 1.0699558806768408e-10}, {'names': 'TUBB4B', 'logfoldchanges': 3.3650686740875244, 'pvals_adj': 1.0838045758912805e-08}, {'names': 'EZR', 'logfoldchanges': 3.2497973442077637, 'pvals_adj': 3.980805610667485e-07}]"
28,Respiratory epithelium,niche,Excluded,12,2243,0.0008054963122689315,0.1123000921235195,"[{'names': 'B2M', 'logfoldchanges': 1.0714892148971558, 'pvals_adj': 0.9949440980439616}, {'names': 'CD47', 'logfoldchanges': 2.6140940189361572, 'pvals_adj': 0.9949440980439616}, {'names': 'LGALS3', 'logfoldchanges': 1.2094953060150146, 'pvals_adj': 0.9949440980439616}, {'names': 'B3GNT7', 'logfoldchanges': 1.8244373798370361, 'pvals_adj': 0.9949440980439616}, {'names': 'JAK2', 'logfoldchanges': 2.386889696121216, 'pvals_adj': 0.9949440980439616}]"
29,Respiratory epithelium,niche,Alveolar spaces,15,2240,4.893944009783187e-12,0.1793181137970348,"[{'names': 'CAV1', 'logfoldchanges': 4.536721706390381, 'pvals_adj': 0.5085761990104819}, {'names': 'IL32', 'logfoldchanges': 3.9931209087371826, 'pvals_adj': 0.509899372224929}, {'names': 'SQSTM1', 'logfoldchanges': 1.3270821571350098, 'pvals_adj': 0.9982477683351929}, {'names': 'MYL9', 'logfoldchanges': 2.807508707046509, 'pvals_adj': 0.9982477683351929}, {'names': 'FN1', 'logfoldchanges': 2.542318105697632, 'pvals_adj': 0.9982477683351929}]"
30,Respiratory epithelium,niche,Tumor core,4,2251,0.00026803540147524624,0.11772280200405635,"[{'names': 'HSPB1', 'logfoldchanges': 3.4820497035980225, 'pvals_adj': 0.9387387375480432}, {'names': 'IGFBP3', 'logfoldchanges': 5.186872959136963, 'pvals_adj': 0.9387387375480432}, {'names': 'RGS1', 'logfoldchanges': 4.613028526306152, 'pvals_adj': 0.9387387375480432}, {'names': 'S100A10', 'logfoldchanges': 3.698068857192993, 'pvals_adj': 0.9387387375480432}, {'names': 'SFN', 'logfoldchanges': 3.3135035037994385, 'pvals_adj': 0.9387387375480432}]"
31,Respiratory epithelium,niche,Desmoplastic stroma,5,2250,4.858428413528591e-11,0.1729169884663878,"[{'names': 'IL12B', 'logfoldchanges': 5.621521472930908, 'pvals_adj': 0.9296477773432584}, {'names': 'ST6GALNAC3', 'logfoldchanges': 5.753992080688477, 'pvals_adj': 0.9296477773432584}, {'names': 'FN1', 'logfoldchanges': 4.75396203994751, 'pvals_adj': 0.9296477773432584}, {'names': 'IL32', 'logfoldchanges': 4.547966957092285, 'pvals_adj': 0.9296477773432584}, {'names': 'CCL7', 'logfoldchanges': 4.872488975524902, 'pvals_adj': 0.9296477773432584}]"
32,Macrophages,global,,9390,0,0.0,0.19478127624038147,
33,Macrophages,niche,Desmoplastic stroma,1705,7685,3.6366209743644155e-118,0.24758267061303593,"[{'names': 'COL1A1', 'logfoldchanges': 1.4713358879089355, 'pvals_adj': 1.7421977284480621e-40}, {'names': 'COL3A1', 'logfoldchanges': 1.5078210830688477, 'pvals_adj': 3.6750027672340454e-27}, {'names': 'BGN', 'logfoldchanges': 1.261260747909546, 'pvals_adj': 9.814947203331217e-19}, {'names': 'COL1A2', 'logfoldchanges': 1.151461124420166, 'pvals_adj': 1.5241418289225472e-13}, {'names': 'IGKC', 'logfoldchanges': 1.3384817838668823, 'pvals_adj': 1.2564365976661623e-12}]"
34,Macrophages,niche,Tumor surface,1804,7586,8.024300225954936e-127,0.2561109835774906,"[{'names': 'S100A6', 'logfoldchanges': 1.9066030979156494, 'pvals_adj': 3.2846526621959087e-103}, {'names': 'S100A10', 'logfoldchanges': 1.7875885963439941, 'pvals_adj': 1.655743015915341e-61}, {'names': 'SERPINA1', 'logfoldchanges': 1.4632593393325806, 'pvals_adj': 1.6765668292808932e-45}, {'names': 'HSPB1', 'logfoldchanges': 1.4294477701187134, 'pvals_adj': 5.07979090293364e-43}, {'names': 'OLR1', 'logfoldchanges': 1.4954659938812256, 'pvals_adj': 1.289705495441639e-42}]"
35,Macrophages,niche,Tumor core,380,9010,3.4392216183733565e-120,0.24960371013735289,"[{'names': 'S100A6', 'logfoldchanges': 2.7293012142181396, 'pvals_adj': 6.428291216486033e-56}, {'names': 'HSP90AB1', 'logfoldchanges': 2.4236109256744385, 'pvals_adj': 1.0560538443683154e-35}, {'names': 'S100A10', 'logfoldchanges': 2.271663188934326, 'pvals_adj': 2.305729143822444e-28}, {'names': 'HSPB1', 'logfoldchanges': 2.209768772125244, 'pvals_adj': 2.305729143822444e-28}, {'names': 'HSP90AA1', 'logfoldchanges': 2.2821288108825684, 'pvals_adj': 3.0299821394233492e-27}]"
36,Macrophages,niche,Smooth muscle structures,165,9225,9.760782473091327e-26,0.12215515070124626,"[{'names': 'MZT2A', 'logfoldchanges': 0.11169294267892838, 'pvals_adj': 0.015405771692957166}, {'names': 'CCL2', 'logfoldchanges': 1.429961919784546, 'pvals_adj': 0.07850872596543607}, {'names': 'CCL13', 'logfoldchanges': 1.7561880350112915, 'pvals_adj': 0.11371319590723815}, {'names': 'SELENOP', 'logfoldchanges': 1.2681702375411987, 'pvals_adj': 0.2638660095179008}, {'names': 'MGP', 'logfoldchanges': 1.238221526145935, 'pvals_adj': 0.31240430911801853}]"
37,Macrophages,niche,Vascular stroma,786,8604,8.926001410800053e-53,0.16930476042252154,"[{'names': 'BGN', 'logfoldchanges': 1.0794577598571777, 'pvals_adj': 1.967377578734108e-07}, {'names': 'CD14', 'logfoldchanges': 0.7999937534332275, 'pvals_adj': 6.09712083646312e-07}, {'names': 'IGFBP7', 'logfoldchanges': 1.042867660522461, 'pvals_adj': 6.265649156731578e-06}, {'names': 'COL1A1', 'logfoldchanges': 0.7045895457267761, 'pvals_adj': 2.2254744387004576e-05}, {'names': 'COL3A1', 'logfoldchanges': 0.8876691460609436, 'pvals_adj': 8.219011888300969e-05}]"
38,Macrophages,niche,Excluded,451,8939,2.967396449072002e-13,0.09153201538858122,"[{'names': 'CD74', 'logfoldchanges': 0.25129079818725586, 'pvals_adj': 1.7712968880264677e-12}, {'names': 'HLA.DQA1', 'logfoldchanges': -0.18203496932983398, 'pvals_adj': 0.1619469772498537}, {'names': 'HLA.DRB1', 'logfoldchanges': -0.06628948450088501, 'pvals_adj': 0.16619439038905848}, {'names': 'HLA.DQB1', 'logfoldchanges': -0.12108797580003738, 'pvals_adj': 0.2771819701735966}, {'names': 'MALAT1', 'logfoldchanges': -0.18811888992786407, 'pvals_adj': 0.5290832890055951}]"
39,Macrophages,niche,Macrophage islands,2501,6889,1.1778421789857566e-196,0.31647452666723397,"[{'names': 'CD68', 'logfoldchanges': 1.3415499925613403, 'pvals_adj': 6.596473743114647e-78}, {'names': 'GPNMB', 'logfoldchanges': 1.728369116783142, 'pvals_adj': 2.9992938858675596e-71}, {'names': 'SPP1', 'logfoldchanges': 2.1549341678619385, 'pvals_adj': 6.6637809381732785e-71}, {'names': 'VIM', 'logfoldchanges': 1.1876391172409058, 'pvals_adj': 4.401173100875477e-53}, {'names': 'LYZ', 'logfoldchanges': 1.2570773363113403, 'pvals_adj': 1.6458259612922486e-48}]"
40,Macrophages,niche,T cell aggregates,900,8490,5.0959932201399834e-73,0.19701960719412592,"[{'names': 'CXCL9', 'logfoldchanges': 2.606764316558838, 'pvals_adj': 4.469090471861579e-46}, {'names': 'CCL19', 'logfoldchanges': 2.9687397480010986, 'pvals_adj': 3.0930786957323228e-21}, {'names': 'CXCL10', 'logfoldchanges': 2.0583300590515137, 'pvals_adj': 6.532915333929279e-17}, {'names': 'HLA.DPB1', 'logfoldchanges': 0.6729293465614319, 'pvals_adj': 1.468568263895527e-12}, {'names': 'STAT1', 'logfoldchanges': 0.9642804265022278, 'pvals_adj': 4.192673156961251e-12}]"
41,Macrophages,niche,Airways,310,9080,1.7464131145623874e-34,0.13930258322500402,"[{'names': 'PTGDS', 'logfoldchanges': 2.339785099029541, 'pvals_adj': 1.6014196357490393e-09}, {'names': 'MGP', 'logfoldchanges': 1.9386601448059082, 'pvals_adj': 1.747597299716584e-05}, {'names': 'HLA.DPA1', 'logfoldchanges': 0.24815745651721954, 'pvals_adj': 0.0009476195838926507}, {'names': 'S100B', 'logfoldchanges': 1.9114859104156494, 'pvals_adj': 0.0013506388312516022}, {'names': 'HLA.DPB1', 'logfoldchanges': 0.18171986937522888, 'pvals_adj': 0.0016778391783504305}]"
42,Macrophages,niche,Alveolar spaces,388,9002,0.007942295522029266,0.048745234258853756,"[{'names': 'HLA.DPA1', 'logfoldchanges': 0.4532313346862793, 'pvals_adj': 3.987010423398352e-06}, {'names': 'HLA.DQB1', 'logfoldchanges': 0.38100531697273254, 'pvals_adj': 6.490147240653465e-06}, {'names': 'HLA.DRB5', 'logfoldchanges': 0.5873203873634338, 'pvals_adj': 0.0018528831396155767}, {'names': 'C1QA', 'logfoldchanges': 0.43329253792762756, 'pvals_adj': 0.0030595962954488632}, {'names': 'CCL18', 'logfoldchanges': 1.4756757020950317, 'pvals_adj': 0.0049480739083839955}]"
43,Fibroblasts,global,,15309,0,0.0,0.16347703391806917,
44,Fibroblasts,niche,Tumor surface,3147,12162,1.6068035724350232e-274,0.29155345705836366,"[{'names': 'FN1', 'logfoldchanges': 1.7859543561935425, 'pvals_adj': 5.09066159420937e-256}, {'names': 'IGFBP5', 'logfoldchanges': 2.2519290447235107, 'pvals_adj': 8.702497179265713e-96}, {'names': 'COL11A1', 'logfoldchanges': 1.5192896127700806, 'pvals_adj': 2.3866683105872718e-60}, {'names': 'TAGLN', 'logfoldchanges': 1.1578952074050903, 'pvals_adj': 4.72180665855364e-52}, {'names': 'VCAN', 'logfoldchanges': 1.0652616024017334, 'pvals_adj': 1.413561928972032e-47}]"
45,Fibroblasts,niche,Vascular stroma,2179,13130,3.1028829926633774e-41,0.11835013837269502,"[{'names': 'IGFBP7', 'logfoldchanges': 1.0385867357254028, 'pvals_adj': 3.069019200320027e-63}, {'names': 'MGP', 'logfoldchanges': 1.363821268081665, 'pvals_adj': 1.6658495624213748e-47}, {'names': 'TIMP1', 'logfoldchanges': 0.8652443289756775, 'pvals_adj': 3.4479095391486346e-31}, {'names': 'COL6A2', 'logfoldchanges': 0.3989424407482147, 'pvals_adj': 2.796688076076701e-19}, {'names': 'COL6A1', 'logfoldchanges': 0.27113062143325806, 'pvals_adj': 1.8040480843887678e-07}]"
46,Fibroblasts,niche,Smooth muscle structures,282,15027,1.6104810194298547e-57,0.13800294607104957,"[{'names': 'MGP', 'logfoldchanges': 2.218583822250366, 'pvals_adj': 1.402337475254481e-20}, {'names': 'CLU', 'logfoldchanges': 2.179079532623291, 'pvals_adj': 0.00036060787525990387}, {'names': 'CCL2', 'logfoldchanges': 1.314176082611084, 'pvals_adj': 0.018616034728497}, {'names': 'GPNMB', 'logfoldchanges': 1.2950326204299927, 'pvals_adj': 0.031073079506680385}, {'names': 'GPX3', 'logfoldchanges': 1.340468168258667, 'pvals_adj': 0.08280275121237052}]"
47,Fibroblasts,niche,Excluded,525,14784,8.253561299959159e-13,0.07065637042102527,"[{'names': 'IGFBP7', 'logfoldchanges': 0.6958563327789307, 'pvals_adj': 1.8131301376261503e-08}, {'names': 'MALAT1', 'logfoldchanges': -0.2936342656612396, 'pvals_adj': 0.9997835133004978}, {'names': 'COL6A2', 'logfoldchanges': -0.059478193521499634, 'pvals_adj': 0.9997835133004978}, {'names': 'NFKBIA', 'logfoldchanges': 0.4770137369632721, 'pvals_adj': 0.9997835133004978}, {'names': 'LIF', 'logfoldchanges': 0.3630785346031189, 'pvals_adj': 0.9997835133004978}]"
