cell_type,niche,names,scores,logfoldchanges,pvals,pvals_adj
Neutrophil,Cancer - myeloid-enriched,IFITM3,-4.327789,-1.5413984,1.5061374021201753e-05,0.0019077740426855553
Neutrophil,Cancer - myeloid-enriched,CCL13,0.26455522,1.5412188,0.7913521274433726,1.0
Neutrophil,Cancer - myeloid-enriched,MS4A1,0.368312,1.5353553,0.7126406099047102,1.0
Neutrophil,Cancer - myeloid-enriched,IL22RA2,0.1617819,1.5322893,0.8714776037354618,1.0
Neutrophil,Cancer - myeloid-enriched,PIK3CA,0.9613484,1.5210623,0.3363770213614832,1.0
Neutrophil,Cancer - myeloid-enriched,MKI67,1.2637675,1.5163474,0.2063135047019513,1.0
Neutrophil,Cancer - myeloid-enriched,BRAF,1.4260411,1.5096292,0.1538564787500436,1.0
Neutrophil,Cancer - myeloid-enriched,ACTB,-5.327001,-1.4813402,9.98475504690063e-08,1.89710345891112e-05
Neutrophil,Cancer - myeloid-enriched,NCEH1,0.56156516,1.4740068,0.574412329931701,1.0
Neutrophil,Cancer - myeloid-enriched,CEACAM8,2.2408514,1.4726995,0.025035697009348,0.5596214625618965
Neutrophil,Cancer - myeloid-enriched,PRF1,0.23554265,1.4408278,0.8137875794162057,1.0
Neutrophil,Cancer - myeloid-enriched,CDK1,1.095593,1.4400269,0.27325694592221295,1.0
Neutrophil,Cancer - myeloid-enriched,CXCL13,0.6274581,1.4331692,0.5303590038793193,1.0
Neutrophil,Cancer - myeloid-enriched,LAG3,0.42682886,1.4266812,0.6695039890925432,1.0
Neutrophil,Cancer - myeloid-enriched,CD3D,0.6608963,1.4185468,0.508678826037817,1.0
Neutrophil,Cancer - myeloid-enriched,UBE2C,0.9229928,1.4163815,0.35601095292941864,1.0
Neutrophil,Cancer - myeloid-enriched,CXCL5,0.7017106,1.4146628,0.4828596805603128,1.0
Neutrophil,Cancer - myeloid-enriched,CD1C,0.7916987,1.4139127,0.4285363923766644,1.0
Neutrophil,Cancer - myeloid-enriched,CENPF,0.25324523,1.4008244,0.8000787169957646,1.0
Neutrophil,Cancer - myeloid-enriched,TC2N,1.5366822,1.3958969,0.1243711472458188,1.0
Neutrophil,Cancer - myeloid-enriched,TGFB1,-1.0587126,-1.3837174,0.28973069589766764,1.0
Neutrophil,Cancer - myeloid-enriched,VEGFA,2.9828846,1.372707,0.002855456450831023,0.1205637168128654
Neutrophil,Cancer - myeloid-enriched,DGKA,1.1226386,1.3483579,0.2615910306106467,1.0
Neutrophil,Cancer - myeloid-enriched,SPIB,0.5964786,1.3362797,0.5508555655934424,1.0
Neutrophil,Cancer - myeloid-enriched,NOD1,-0.38404763,-1.3316779,0.7009431528103894,1.0
Neutrophil,Cancer - myeloid-enriched,AREG,0.8251369,1.3245258,0.40929388106406484,1.0
Neutrophil,Cancer - myeloid-enriched,FGR,-1.3911277,-1.3110539,0.16418671255336847,1.0
Neutrophil,Cancer - myeloid-enriched,EPCAM,3.7613063,1.2879081,0.0001690282662193948,0.012846148232674005
Neutrophil,Cancer - myeloid-enriched,CD276,1.134932,1.2820342,0.2564038024159444,1.0
Neutrophil,Cancer - myeloid-enriched,REG4,1.2268871,1.2773095,0.2198650336058945,1.0
Neutrophil,Cancer - myeloid-enriched,IRF1,-1.0601878,-1.2753305,0.2890591715456523,1.0
Neutrophil,Cancer - myeloid-enriched,CCL3,0.62549114,1.2689224,0.5316487676784625,1.0
Neutrophil,Cancer - myeloid-enriched,IFNB1,0.1912862,1.2554275,0.8483013701328797,1.0
Neutrophil,Cancer - myeloid-enriched,TNFRSF13C,0.26406348,1.2473421,0.7917310097458744,1.0
Neutrophil,Cancer - myeloid-enriched,BCL2,0.58320165,1.2429603,0.5597575699201051,1.0
Neutrophil,Cancer - myeloid-enriched,CXCL16,-0.25570393,-1.2368838,0.7981794669872453,1.0
Neutrophil,Cancer - myeloid-enriched,ARID1A,-1.29278,-1.2351855,0.19608715332976345,1.0
Neutrophil,Cancer - myeloid-enriched,CD44,2.2919922,1.2339048,0.02190608955005859,0.5202696268138916
